Temperature (K),Pressure (Pa),n-heptane_mass_fraction,n-heptane_mole_fraction,n-heptane_fugacity_coeff_Fluid,N2_mass_fraction,N2_mole_fraction,N2_fugacity_coeff_Fluid,O2_mass_fraction,O2_mole_fraction,O2_fugacity_coeff_Fluid
260,200000.0,0.75,0.4634518796496389,0.8395638154469488,0.19177062213560508,0.4238730150767852,1.042387152251558,0.05822937786439491,0.11267510527357581,1.0381610903201568
260,200000.0,0.8,0.5352485274852689,0.8265024250624071,0.15341649770848403,0.36715366328663757,1.058954508756276,0.046583502291515914,0.09759780922809352,1.0541202913548933
260,200000.0,0.8500000000000001,0.6199969019349241,0.8127624428876592,0.11506237328136298,0.30020244747141006,1.0837228464444644,0.03493762671863693,0.07980065059366595,1.0780697973535667
260,200000.0,0.9,0.7215490821682357,0.7987233414030778,0.07670824885424202,0.21997622508709377,1.123300360071604,0.023291751145757957,0.058474692744670494,1.1164568238441637
260,200000.0,0.9500000000000001,0.8454528272967891,0.7855355393193797,0.03835412442712097,0.12209226643553672,1.194442620489285,0.011645875572878966,0.03245490626767431,1.1856186046371404
260,200000.0,1.0,1.0,0.7777367779697406,0.0,0.0,1.4803384405523794,0.0,0.0,1.4792410307526824
260,300000.0,0.0,0.0,0.9401818015473598,0.7670824885424203,0.7899999999999999,0.998519702366289,0.23291751145757963,0.20999999999999996,0.9966701423672968
260,300000.0,0.05,0.0149275754967309,0.932789963388432,0.7287283641152993,0.7782072153575826,0.9986055927743468,0.22127163588470064,0.20686520914568648,0.9966294695371898
260,300000.0,0.1,0.030999604999762134,0.9249975402385431,0.6903742396881783,0.7655103120501879,0.99883130170904,0.20962576031182167,0.20349008295004994,0.9967180608053811
260,300000.0,0.15000000000000002,0.048352947775149424,0.9167708184365765,0.6520201152610573,0.7518011712576319,0.9992313036879712,0.19797988473894268,0.19984588096721861,0.9969688869651193
260,300000.0,0.2,0.06714719076140574,0.9080721612345181,0.6136659908339364,0.7369537192984896,0.9998494459576781,0.1863340091660637,0.19589908994010477,0.9974239705556214
260,300000.0,0.25,0.08756957079029096,0.8988594145408079,0.5753118664068153,0.7208200390756702,1.000742046573058,0.17468813359318472,0.19161039013403888,0.9981373890268801
260,300000.0,0.30000000000000004,0.10984123395536073,0.8890851986315284,0.5369577419796941,0.7032254251752651,1.0019822553254332,0.16304225802030572,0.18693334086937427,0.9991795037788171
260,300000.0,0.35000000000000003,0.1342252760093342,0.8786960577413526,0.49860361755257315,0.683962031952626,1.0036663117925777,0.15139638244742673,0.1818126920380398,1.0006430309738434
260,300000.0,0.4,0.16103718445645337,0.867631429821883,0.46024949312545216,0.6627806242794018,1.0059227259905545,0.13975050687454776,0.17618219126414478,1.0026519498107682
260,300000.0,0.45,0.19065856315058302,0.8558223839182741,0.4218953686983312,0.6393797351110394,1.0089260938781641,0.1281046313016688,0.16996170173837755,1.0053749105316783
260,300000.0,0.5,0.22355540980238753,0.8431900479969696,0.38354124427121017,0.6133912262561139,1.012918515725154,0.11645875572878982,0.1630533639414986,1.0090460229553029
260,300000.0,0.55,0.2603028115985561,0.8296436053457817,0.3451871198440891,0.5843607788371407,1.0182439939950367,0.10481288015591082,0.1553364095643032,1.0139982427854757
260,300000.0,0.6000000000000001,0.3016188517050566,0.8150776475053663,0.30683299541696807,0.5517211071530053,1.0254060785451584,0.09316700458303183,0.1466600411419381,1.0207193156747798
260,300000.0,0.65,0.3484120003345535,0.7993684676883152,0.2684788709898471,0.5147545197357029,1.0351696728163333,0.08152112901015286,0.13683347992974382,1.0299505571300003
260,300000.0,0.7000000000000001,0.4018486911120842,0.7823683559211565,0.23012474656272605,0.47253953402145343,1.0487531796474732,0.06987525343727387,0.1256117748664623,1.042873220324226
260,300000.0,0.75,0.4634518796496389,0.7638954187896406,0.19177062213560508,0.4238730150767852,1.0682241960051653,0.05822937786439491,0.11267510527357581,1.0614920951389624
260,300000.0,0.8,0.5352485274852689,0.7437110957934239,0.15341649770848403,0.36715366328663757,1.0974187058993528,0.046583502291515914,0.09759780922809352,1.0895259748018484
260,300000.0,0.8500000000000001,0.6199969019349241,0.7214541756207755,0.11506237328136298,0.30020244747141006,1.1444973022101246,0.03493762671863693,0.07980065059366595,1.1348816245527646
260,300000.0,0.9,0.7215490821682357,0.6963523780279687,0.07670824885424202,0.21997622508709377,1.2316346580609183,0.023291751145757957,0.058474692744670494,1.2190189749038474
260,300000.0,0.9500000000000001,0.8454528272967891,0.664168740292902,0.03835412442712097,0.12209226643553672,1.4771081551211616,0.011645875572878966,0.03245490626767431,1.4561127735922526
260,300000.0,1.0,1.0,0.00214894413160529,0.0,0.0,2447.7228671941352,0.0,0.0,1755.1042797990335
260,400000.0,0.0,0.0,0.9211075707014762,0.7670824885424203,0.7899999999999999,0.9980336941822952,0.23291751145757963,0.20999999999999996,0.9955672016975111
260,400000.0,0.05,0.0149275754967309,0.9114482624379698,0.7287283641152993,0.7782072153575826,0.998148517873723,0.22127163588470064,0.20686520914568648,0.9955123754418974
260,400000.0,0.1,0.030999604999762134,0.9012838995636848,0.6903742396881783,0.7655103120501879,0.9984503225636422,0.20962576031182167,0.20349008295004994,0.9956300025040872
260,400000.0,0.15000000000000002,0.048352947775149424,0.8905720254265541,0.6520201152610573,0.7518011712576319,0.9989857451022113,0.19797988473894268,0.19984588096721861,0.9959645449053561
260,400000.0,0.2,0.06714719076140574,0.8792649081373091,0.6136659908339364,0.7369537192984896,0.9998144108965934,0.1863340091660637,0.19589908994010477,0.9965729594479605
260,400000.0,0.25,0.08756957079029096,0.867308581550417,0.5753118664068153,0.7208200390756702,1.001013386438195,0.17468813359318472,0.19161039013403888,0.9975289940691591
260,400000.0,0.30000000000000004,0.10984123395536073,0.8546416256343088,0.5369577419796941,0.7032254251752651,1.0026835366350246,0.16304225802030572,0.18693334086937427,0.9989293236916973
260,400000.0,0.35000000000000003,0.1342252760093342,0.841193580143343,0.49860361755257315,0.683962031952626,1.0049588026517804,0.15139638244742673,0.1818126920380398,1.000902506284717
260,400000.0,0.4,0.16103718445645337,0.826882823592972,0.46024949312545216,0.6627806242794018,1.0080200887183204,0.13975050687454776,0.17618219126414478,1.0036223890281732
260,400000.0,0.45,0.19065856315058302,0.8116136389107292,0.4218953686983312,0.6393797351110394,1.0121166714756664,0.1281046313016688,0.16996170173837755,1.0073287762043457
260,400000.0,0.5,0.22355540980238753,0.7952719783308154,0.38354124427121017,0.6133912262561139,1.0176003853851776,0.11645875572878982,0.1630533639414986,1.0123604265655202
260,400000.0,0.55,0.2603028115985561,0.7777190201676109,0.3451871198440891,0.5843607788371407,1.0249825686592267,0.10481288015591082,0.1553364095643032,1.0192100070828147
260,400000.0,0.6000000000000001,0.3016188517050566,0.7587806997137327,0.30683299541696807,0.5517211071530053,1.0350340041518393,0.09316700458303183,0.1466600411419381,1.028620502094297
260,400000.0,0.65,0.3484120003345535,0.7382292342363715,0.2684788709898471,0.5147545197357029,1.048972296168995,0.08152112901015286,0.13683347992974382,1.0417658755654378
260,400000.0,0.7000000000000001,0.4018486911120842,0.7157468999426762,0.23012474656272605,0.47253953402145343,1.0688450023955272,0.06987525343727387,0.1256117748664623,1.060620219827043
260,400000.0,0.75,0.4634518796496389,0.6908444282623543,0.19177062213560508,0.4238730150767852,1.0984126460301542,0.05822937786439491,0.11267510527357581,1.0888077757056065
260,400000.0,0.8,0.5352485274852689,0.6626372233618855,0.15341649770848403,0.36715366328663757,1.1455815980549824,0.046583502291515914,0.09759780922809352,1.1339421620259873
260,400000.0,0.8500000000000001,0.6199969019349241,0.6289988930808634,0.11506237328136298,0.30020244747141006,1.2315094106242968,0.03493762671863693,0.07980065059366595,1.2163672634955556
260,400000.0,0.9,0.7215490821682357,0.5794631952997479,0.07670824885424202,0.21997622508709377,1.4652154912877664,0.023291751145757957,0.058474692744670494,1.4405937931250898
260,400000.0,0.9500000000000001,0.8454528272967891,0.0016359968130849074,0.03835412442712097,0.12209226643553672,111.50161606051559,0.011645875572878966,0.03245490626767431,60.56745268159866
260,400000.0,1.0,1.0,0.0016238239103211851,0.0,0.0,1840.8187735579795,0.0,0.0,1319.5584415964192
260,500000.0,0.0,0.0,0.9024500162098252,0.7670824885424203,0.7899999999999999,0.9975514043123149,0.23291751145757963,0.20999999999999996,0.9944677801809925
260,500000.0,0.05,0.0149275754967309,0.8906165010621401,0.7287283641152993,0.7782072153575826,0.9976953112626944,0.22127163588470064,0.20686520914568648,0.9943985014420414
260,500000.0,0.1,0.030999604999762134,0.8781869164695499,0.6903742396881783,0.7655103120501879,0.9980736376806857,0.20962576031182167,0.20349008295004994,0.9945449088565605
260,500000.0,0.15000000000000002,0.048352947775149424,0.8651111883007154,0.6520201152610573,0.7518011712576319,0.9987455241651294,0.19797988473894268,0.19984588096721861,0.994963206430976
260,500000.0,0.2,0.06714719076140574,0.8513326073432742,0.6136659908339364,0.7369537192984896,0.999786975903161,0.1863340091660637,0.19589908994010477,0.9957257583943111
260,500000.0,0.25,0.08756957079029096,0.8367864343560388,0.5753118664068153,0.7208200390756702,1.0012968507862468,0.17468813359318472,0.19161039013403888,0.9969268411043298
260,500000.0,0.30000000000000004,0.10984123395536073,0.8213980452251403,0.5369577419796941,0.7032254251752651,1.0034055297111462,0.16304225802030572,0.18693334086937427,0.9986909720861411
260,500000.0,0.35000000000000003,0.1342252760093342,0.805080392738964,0.49860361755257315,0.683962031952626,1.0062877819989502,0.15139638244742673,0.1818126920380398,1.0011852690183156
260,500000.0,0.4,0.16103718445645337,0.7877304128286733,0.46024949312545216,0.6627806242794018,1.0101824097951282,0.13975050687454776,0.17618219126414478,1.0046383188655195
260,500000.0,0.45,0.19065856315058302,0.7692237255779939,0.4218953686983312,0.6393797351110394,1.0154232760681638,0.1281046313016688,0.16996170173837755,1.0093699749383331
260,500000.0,0.5,0.22355540980238753,0.7494064324736526,0.38354124427121017,0.6133912262561139,1.0224903490474795,0.11645875572878982,0.1630533639414986,1.0158403598066241
260,500000.0,0.55,0.2603028115985561,0.7280816489206587,0.3451871198440891,0.5843607788371407,1.0320979779026411,0.10481288015591082,0.1553364095643032,1.0247345703689317
260,500000.0,0.6000000000000001,0.3016188517050566,0.7049857329936893,0.30683299541696807,0.5517211071530053,1.045357468462738,0.09316700458303183,0.1466600411419381,1.037118579799224
260,500000.0,0.65,0.3484120003345535,0.6797423088080355,0.2684788709898471,0.5147545197357029,1.0641020624335025,0.08152112901015286,0.13683347992974382,1.05475062424195
260,500000.0,0.7000000000000001,0.4018486911120842,0.6517619333194254,0.23012474656272605,0.47253953402145343,1.0916134200784224,0.06987525343727387,0.1256117748664623,1.0807765831208829
260,500000.0,0.75,0.4634518796496389,0.6199822666720345,0.19177062213560508,0.4238730150767852,1.1345346588020766,0.05822937786439491,0.11267510527357581,1.1215587089166543
260,500000.0,0.8,0.5352485274852689,0.5819815066913985,0.15341649770848403,0.36715366328663757,1.2094761097725273,0.046583502291515914,0.09759780922809352,1.1929793362629824
260,500000.0,0.8500000000000001,0.6199969019349241,0.5284415820557633,0.11506237328136298,0.30020244747141006,1.384788184698858,0.03493762671863693,0.07980065059366595,1.3602000148837141
260,500000.0,0.9,0.7215490821682357,0.0013518413380413318,0.07670824885424202,0.21997622508709377,81.42437861943485,0.023291751145757957,0.058474692744670494,45.51959031249863
260,500000.0,0.9500000000000001,0.8454528272967891,0.001318618752053701,0.03835412442712097,0.12209226643553672,89.43314889426267,0.011645875572878966,0.03245490626767431,48.5634601919979
260,500000.0,1.0,1.0,0.0013088233142781321,0.0,0.0,1476.683456581509,0.0,0.0,1058.234671282574
260,700000.0,0.0,0.0,0.8663482063277277,0.7670824885424203,0.7899999999999999,0.9965979937586629,0.23291751145757963,0.20999999999999996,0.9922795263630805
260,700000.0,0.05,0.0149275754967309,0.8504346762949742,0.7287283641152993,0.7782072153575826,0.9968005130083101,0.22127163588470064,0.20686520914568648,0.9921804430779811
260,700000.0,0.1,0.030999604999762134,0.8337809760052174,0.6903742396881783,0.7655103120501879,0.9973331506734524,0.20962576031182167,0.20349008295004994,0.9923836251993892
260,700000.0,0.15000000000000002,0.048352947775149424,0.8163248984059258,0.6520201152610573,0.7518011712576319,0.9982810927311844,0.19797988473894268,0.19984588096721861,0.9929695125661413
260,700000.0,0.2,0.06714719076140574,0.7979948905574575,0.6136659908339364,0.7369537192984896,0.9997549576522252,0.1863340091660637,0.19589908994010477,0.9940427259220427
260,700000.0,0.25,0.08756957079029096,0.7787076015466285,0.5753118664068153,0.7208200390756702,1.0019004515972194,0.17468813359318472,0.19161039013403888,0.9957412584778563
260,700000.0,0.30000000000000004,0.10984123395536073,0.758364418697378,0.5369577419796941,0.7032254251752651,1.0049127362378343,0.16304225802030572,0.18693334086937427,0.9982501509484316
260,700000.0,0.35000000000000003,0.1342252760093342,0.7368464035432385,0.49860361755257315,0.683962031952626,1.0090584581950055,0.15139638244742673,0.1818126920380398,1.0018224519508725
260,700000.0,0.4,0.16103718445645337,0.7140065850824958,0.46024949312545216,0.6627806242794018,1.0147107472153807,0.13975050687454776,0.17618219126414478,1.0068125026807173
260,700000.0,0.45,0.19065856315058302,0.689657660501496,0.4218953686983312,0.6393797351110394,1.0224072584369235,0.1281046313016688,0.16996170173837755,1.0137311045334922
260,700000.0,0.5,0.22355540980238753,0.663551208118869,0.38354124427121017,0.6133912262561139,1.0329516785163988,0.11645875572878982,0.1630533639414986,1.0233419249370312
260,700000.0,0.55,0.2603028115985561,0.6353399654692302,0.3451871198440891,0.5843607788371407,1.04760361825819,0.10481288015591082,0.1553364095643032,1.036841678638586
260,700000.0,0.6000000000000001,0.3016188517050566,0.6045028071971138,0.30683299541696807,0.5517211071530053,1.0684668297496773,0.09316700458303183,0.1466600411419381,1.056228062616328
260,700000.0,0.65,0.3484120003345535,0.5701757209829211,0.2684788709898471,0.5147545197357029,1.0993868738975696,0.08152112901015286,0.13683347992974382,1.0851493034857471
260,700000.0,0.7000000000000001,0.4018486911120842,0.5306937309612979,0.23012474656272605,0.47253953402145343,1.1484487556318288,0.06987525343727387,0.1256117748664623,1.1312636464310424
260,700000.0,0.75,0.4634518796496389,0.4818833203590235,0.19177062213560508,0.4238730150767852,1.2375712752400463,0.05822937786439491,0.11267510527357581,1.2152815176034286
260,700000.0,0.8,0.5352485274852689,0.4018032718884122,0.15341649770848403,0.36715366328663757,1.4923629776870362,0.046583502291515914,0.09759780922809352,1.4553114712016304
260,700000.0,0.8500000000000001,0.6199969019349241,0.0010271382229687569,0.11506237328136298,0.30020244747141006,52.88498979469033,0.03493762671863693,0.07980065059366595,30.474470855851273
260,700000.0,0.9,0.7215490821682357,0.000980053501480802,0.07670824885424202,0.21997622508709377,58.48226317041519,0.023291751145757957,0.058474692744670494,32.66986732465031
260,700000.0,0.9500000000000001,0.8454528272967891,0.0009560565428175052,0.03835412442712097,0.12209226643553672,64.21285335019347,0.011645875572878966,0.03245490626767431,34.844914326225236
260,700000.0,1.0,1.0,0.0009489774184234018,0.0,0.0,1060.5441450460487,0.0,0.0,759.5869505367684
260,1000000.0,0.0,0.0,0.8150962092207263,0.7670824885424203,0.7899999999999999,0.9951958524669215,0.23291751145757963,0.20999999999999996,0.9890237378066401
260,1000000.0,0.05,0.0149275754967309,0.7936928994916357,0.7287283641152993,0.7782072153575826,0.9954873878978333,0.22127163588470064,0.20686520914568648,0.9888776911119259
260,1000000.0,0.1,0.030999604999762134,0.7714194673658451,0.6903742396881783,0.7655103120501879,0.9962546195734332,0.20962576031182167,0.20349008295004994,0.9891639960035787
260,1000000.0,0.15000000000000002,0.048352947775149424,0.7482022963761534,0.6520201152610573,0.7518011712576319,0.9976244440621364,0.19797988473894268,0.19984588096721861,0.9900013199344075
260,1000000.0,0.2,0.06714719076140574,0.7239544894868355,0.6136659908339364,0.7369537192984896,0.999764215868082,0.1863340091660637,0.19589908994010477,0.9915463498880686
260,1000000.0,0.25,0.08756957079029096,0.6985714702976628,0.5753118664068153,0.7208200390756702,1.0028986044896415,0.17468813359318472,0.19161039013403888,0.994009628800231
260,1000000.0,0.30000000000000004,0.10984123395536073,0.6719243846414734,0.5369577419796941,0.7032254251752651,1.007335699689857,0.16304225802030572,0.18693334086937427,0.9976800643957674
260,1000000.0,0.35000000000000003,0.1342252760093342,0.6438497973255023,0.49860361755257315,0.683962031952626,1.01350902008698,0.15139638244742673,0.1818126920380398,1.0029643371534893
260,1000000.0,0.4,0.16103718445645337,0.6141328127406863,0.46024949312545216,0.6627806242794018,1.022048350589991,0.13975050687454776,0.17618219126414478,1.0104532874109904
260,1000000.0,0.45,0.19065856315058302,0.5824777436782415,0.4218953686983312,0.6393797351110394,1.0339063747538642,0.1281046313016688,0.16996170173837755,1.021040452094329
260,1000000.0,0.5,0.22355540980238753,0.5484531828987148,0.38354124427121017,0.6133912262561139,1.0506027156228999,0.11645875572878982,0.1630533639414986,1.0361501803198043
260,1000000.0,0.55,0.2603028115985561,0.5113783878105783,0.3451871198440891,0.5843607788371407,1.0747441406395772,0.10481288015591082,0.1553364095643032,1.0582230620373105
260,1000000.0,0.6000000000000001,0.3016188517050566,0.47005272499577816,0.30683299541696807,0.5517211071530053,1.1113049606249668,0.09316700458303183,0.1466600411419381,1.0919082480160274
260,1000000.0,0.65,0.3484120003345535,0.42195178898480723,0.2684788709898471,0.5147545197357029,1.1715803236559226,0.08152112901015286,0.13683347992974382,1.1477351951094261
260,1000000.0,0.7000000000000001,0.4018486911120842,0.35955777613000467,0.23012474656272605,0.47253953402145343,1.292147549953462,0.06987525343727387,0.1256117748664623,1.259661691084874
260,1000000.0,0.75,0.4634518796496389,0.0008881693931733183,0.19177062213560508,0.4238730150767852,29.70550593731445,0.05822937786439491,0.11267510527357581,18.33117249385881
260,1000000.0,0.8,0.5352485274852689,0.0007924305522498047,0.15341649770848403,0.36715366328663757,33.502210098505294,0.046583502291515914,0.09759780922809352,19.935256147148102
260,1000000.0,0.8500000000000001,0.6199969019349241,0.0007349690144276596,0.11506237328136298,0.30020244747141006,37.35024753782572,0.03493762671863693,0.07980065059366595,21.49639240973986
260,1000000.0,0.9,0.7215490821682357,0.0007014934214957771,0.07670824885424202,0.21997622508709377,41.27699804910528,0.023291751145757957,0.058474692744670494,23.033067208240283
260,1000000.0,0.9500000000000001,0.8454528272967891,0.0006844111265966679,0.03835412442712097,0.12209226643553672,45.29905478444015,0.011645875572878966,0.03245490626767431,24.55653685011961
260,1000000.0,1.0,1.0,0.0006793678379580984,0.0,0.0,748.4666004265646,0.0,0.0,535.615237370374
260,1500000.0,0.0,0.0,0.7368569991610407,0.7670824885424203,0.7899999999999999,0.9929337649713673,0.23291751145757963,0.20999999999999996,0.9836688650641109
260,1500000.0,0.05,0.0149275754967309,0.7078165008979135,0.7287283641152993,0.7782072153575826,0.9933765053755003,0.22127163588470064,0.20686520914568648,0.9834385045482327
260,1500000.0,0.1,0.030999604999762134,0.6778841743229324,0.6903742396881783,0.7655103120501879,0.9945428465501467,0.20962576031182167,0.20349008295004994,0.9838575763818558
260,1500000.0,0.15000000000000002,0.048352947775149424,0.6469816230385591,0.6520201152610573,0.7518011712576319,0.9966364354599405,0.19797988473894268,0.19984588096721861,0.9851134002639229
260,1500000.0,0.2,0.06714719076140574,0.6150113785132078,0.6136659908339364,0.7369537192984896,0.9999328182493664,0.1863340091660637,0.19589908994010477,0.9874595526936071
260,1500000.0,0.25,0.08756957079029096,0.5818487234656903,0.5753118664068153,0.7208200390756702,1.0048138796260333,0.17468813359318472,0.19161039013403888,0.9912475227912696
260,1500000.0,0.30000000000000004,0.10984123395536073,0.547328512854949,0.5369577419796941,0.7032254251752651,1.0118247201381798,0.16304225802030572,0.18693334086937427,0.996978919464271
260,1500000.0,0.35000000000000003,0.1342252760093342,0.5112228073345833,0.49860361755257315,0.683962031952626,1.0217727894927404,0.15139638244742673,0.1818126920380398,1.0053963159277577
260,1500000.0,0.4,0.16103718445645337,0.47320034737434963,0.46024949312545216,0.6627806242794018,1.0359129148233146,0.13975050687454776,0.17618219126414478,1.0176524809691052
260,1500000.0,0.45,0.19065856315058302,0.43274650393910397,0.4218953686983312,0.6393797351110394,1.0563252857851586,0.1281046313016688,0.16996170173837755,1.0356553073443886
260,1500000.0,0.5,0.22355540980238753,0.3889849533111886,0.38354124427121017,0.6133912262561139,1.0867908688025454,0.11645875572878982,0.1630533639414986,1.0628644948514832
260,1500000.0,0.55,0.2603028115985561,0.34020111128197045,0.3451871198440891,0.5843607788371407,1.1352412557524794,0.10481288015591082,0.1553364095643032,1.1065136298171216
260,1500000.0,0.6000000000000001,0.3016188517050566,0.28208685446708176,0.30683299541696807,0.5517211071530053,1.2233164659706746,0.09316700458303183,0.1466600411419381,1.18624161297506
260,1500000.0,0.65,0.3484120003345535,0.19143649698216286,0.2684788709898471,0.5147545197357029,1.4837381719706024,0.08152112901015286,0.13683347992974382,1.4213605948071364
260,1500000.0,0.7000000000000001,0.4018486911120842,0.0007229026269205303,0.23012474656272605,0.47253953402145343,17.6403997060849,0.06987525343727387,0.1256117748664623,11.29937347037694
260,1500000.0,0.75,0.4634518796496389,0.0006124357203473209,0.19177062213560508,0.4238730150767852,20.16422999588745,0.05822937786439491,0.11267510527357581,12.410143861128427
